NodeLeftSchemaName,NodeLeftTableName,NodeLeftName,NodeLeftDataType,NodeRightSchemaName,NodeRightTableName,NodeRightName,NodeRightDataType,BERT_BASE,FUZZY_MATCH,SYN_AND_SEM_MATCH
MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,Openemr_PatientData,Patientdata,mothersname,String,0.5573,27,0.6918
Openemr_PatientData,Patientdata,email_direct,String,Krsiloemr,tblPatient,BNP,Double,0.5462,0,0.7385
Openemr_PatientData,Patientdata,hipaa_message,String,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.6808,31,0.7707
emrbots,PatientCorePopulatedTable,PatientRace,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.5299,50,0.7691
Openemr_Lists,Lists,verification,String,LPanEmr,Patient,pid,Long,0.7289,33,0.7438
Krsiloemr,tblPatient,PatientName,String,Openemr_Lists,Lists,begdate,Date,0.6092,43,0.7788
Krsiloemr,tblPatient,LVMI,Double,LPanEmr,Patient,name,String,0.7753,0,0.5424
Openemr_PatientData,Patientdata,contact_relationship,String,MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,0.6679,44,0.6912
Openemr_PatientData,Patientdata,protect_indicator,String,Openemr_Lists,Lists,user,String,0.7278,25,0.783
Krsiloemr,tblPatient,EncounterDate,Date,Openemr_PatientData,Patientdata,genericval2,String,0.6605,40,0.672
LPanEmr,Patient,insurance,String,Openemr_PatientData,Patientdata,imm_reg_status,String,0.6291,33,0.7509
Openemr_PatientData,Patientdata,genericname2,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.572,50,0.6169
Krsiloemr,tblPatient,eSeptal,Double,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,patientID,Long,0.6449,29,0.6615
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,Openemr_Lists,Lists,title,String,0.5152,40,0.7471
Openemr_PatientData,Patientdata,sex,String,MedTakmi_Cdi_Emr_Profile,Cdi,name,String,0.4993,33,0.5252
Openemr_PatientData,Patientdata,genericval1,String,LPanEmr,Patient,description,String,0.7249,27,0.6114
MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,Openemr_PatientData,Patientdata,soap_import_status,String,0.5141,33,0.6923
Openemr_PatientData,Patientdata,phone_home,Long,Krsiloemr,tblPatient,ClinicalHistory,Long,0.4289,10,0.757
Openemr_PatientData,Patientdata,fitness,Long,emrbots,PatientCorePopulatedTable,PatientLanguage,String,0.4437,29,0.714
Openemr_PatientData,Patientdata,race,String,LPanEmr,Patient,pasthistory,String,0.545,25,0.7638
Krsiloemr,tblPatient,LVMI,Double,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.6031,0,0.6218
Openemr_Lists,Lists,enddate,Date,Openemr_PatientData,Patientdata,care_team_provider,String,0.5649,43,0.6914
Openemr_PatientData,Patientdata,country,String,Krsiloemr,tblPatient,BNP,Double,0.6893,0,0.6667
Krsiloemr,tblPatient,EncounterDate,Date,Openemr_PatientData,Patientdata,genericval1,String,0.7139,40,0.6817
Openemr_PatientData,Patientdata,usertext8,String,Openemr_Lists,Lists,date,DateTime,0.5628,50,0.7906
Openemr_PatientData,Patientdata,DOB,Date,Openemr_Lists,Lists,groupname,String,0.7597,0,0.7771
emrbots,PatientCorePopulatedTable,PatientName,String,Krsiloemr,tblPatient,Gender,String,0.506,33,0.7476
LPanEmr,Patient,height,Long,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.346,33,0.5421
Openemr_PatientData,Patientdata,homeless,String,LPanEmr,Patient,description,String,0.3105,13,0.6211
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,result,String,Openemr_PatientData,Patientdata,guardianstate,String,0.6831,33,0.8223
Openemr_PatientData,Patientdata,billing_note,String,Openemr_Lists,Lists,referredby,String,0.7276,10,0.8206
Openemr_PatientData,Patientdata,street,String,emrbots,PatientCorePopulatedTable,PatientName,String,0.4478,50,0.6532
Openemr_Lists,Lists,erx_uploaded,Long,LPanEmr,Patient,birthday,Date,0.5182,13,0.5793
Openemr_PatientData,Patientdata,hipaa_message,String,MedTakmi_Cdi_Emr_Profile,Cdi,name,String,0.7498,75,0.5745
Openemr_PatientData,Patientdata,guardianrelationship,String,MedTakmi_Cdi_Emr_CareHistory,Cdi,patientID,Long,0.6377,44,0.7212
emrbots,PatientCorePopulatedTable,PatientRace,String,LPanEmr,Patient,heartrate,Long,0.57,44,0.7621
LPanEmr,Patient,height,Long,MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,0.5208,17,0.4506
Krsiloemr,tblPatient,Ee,Double,Openemr_PatientData,Patientdata,hipaa_message,String,0.6978,50,0.6186
MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,Openemr_PatientData,Patientdata,language,String,0.6335,25,0.8011
Openemr_Lists,Lists,erx_uploaded,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.7373,25,0.8052
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_PatientData,Patientdata,hipaa_notice,String,0.6683,33,0.285
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,result,String,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.5816,33,0.743
LPanEmr,Patient,time,DateTime,Krsiloemr,tblPatient,NTproBNP,Double,0.7322,0,0.7132
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,Openemr_PatientData,Patientdata,email,String,0.486,20,0.7159
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,LPanEmr,Patient,temperature,Long,0.7378,29,0.7872
Krsiloemr,tblPatient,PhysicalExam,Long,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.552,11,0.7198
MedTakmi_Cdi_Emr_Therapy,Cdi,patientID,Long,Krsiloemr,tblPatient,eSeptal,Double,0.6449,29,0.6615
LPanEmr,Patient,advice,String,Openemr_Lists,Lists,returndate,String,0.6623,33,0.7831
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,prot_indi_effdate,String,0.654,45,0.8585
LPanEmr,Patient,weight,Long,Openemr_Lists,Lists,injury_grade,String,0.5335,17,0.6486
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,0.5278,44,0.8415
Openemr_PatientData,Patientdata,usertext4,String,Krsiloemr,tblPatient,PhysicalExam,Long,0.5731,22,0.7812
Openemr_PatientData,Patientdata,userlist1,String,Openemr_Lists,Lists,severity_al,String,0.6183,44,0.7353
Openemr_PatientData,Patientdata,guardianrelationship,String,Openemr_Lists,Lists,returndate,String,0.6724,40,0.7677
Openemr_PatientData,Patientdata,usertext6,String,Krsiloemr,tblPatient,LAVI,Double,0.5808,0,0.6388
Openemr_PatientData,Patientdata,mothersname,String,Openemr_Lists,Lists,diagnosis,String,0.6143,22,0.6688
Openemr_PatientData,Patientdata,ethnoracial,String,Openemr_Lists,Lists,referredby,String,0.7089,10,0.7438
Openemr_PatientData,Patientdata,homeless,String,LPanEmr,Patient,birthday,Date,0.4036,13,0.5131
Openemr_PatientData,Patientdata,email_direct,String,Krsiloemr,tblPatient,Age,Long,0.4185,33,0.7708
Openemr_Lists,Lists,occurence,Long,Krsiloemr,tblPatient,NTproBNP,Double,0.7843,13,0.6313
Openemr_Lists,Lists,erx_uploaded,Long,Krsiloemr,tblPatient,PhysicalExam,Long,0.63,17,0.7701
Krsiloemr,tblPatient,SymptomsAndSigns,Long,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.5747,25,0.7254
MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,Openemr_Lists,Lists,classification,Long,0.634,29,0.7058
emrbots,PatientCorePopulatedTable,PatientName,String,Openemr_PatientData,Patientdata,city,String,0.4873,25,0.7361
Krsiloemr,tblPatient,LVEF,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.6211,0,0.5787
Openemr_Lists,Lists,enddate,Date,Openemr_PatientData,Patientdata,guardiansname,String,0.6311,43,0.7668
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_Lists,Lists,diagnosis,String,0.7601,33,0.2562
emrbots,PatientCorePopulatedTable,AdmissionId,Long,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.5919,33,0.7051
Openemr_Lists,Lists,external_id,String,LPanEmr,Patient,pasthistory,String,0.6089,18,0.7548
Openemr_PatientData,Patientdata,phone_cell,Long,MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,0.4009,20,0.6675
LPanEmr,Patient,description,String,Openemr_PatientData,Patientdata,race,String,0.5576,25,0.7649
Openemr_PatientData,Patientdata,street,String,Openemr_Lists,Lists,outcome,Long,0.6618,33,0.7231
MedTakmi_Cdi_Emr_Therapy,Cdi,patientID,Long,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.5286,33,0.6702
Openemr_PatientData,Patientdata,genericname2,String,MedTakmi_Cdi_Emr_Profile,Cdi,birthDate,Date,0.519,33,0.6568
Krsiloemr,tblPatient,LVMI,Double,MedTakmi_Cdi_Emr_CareHistory,Cdi,patientID,Long,0.6301,25,0.8083
Openemr_Lists,Lists,outcome,Long,Openemr_PatientData,Patientdata,phone_contact,Long,0.5507,43,0.7413
MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,0.6128,40,0.5743
Openemr_PatientData,Patientdata,hipaa_voice,String,Openemr_Lists,Lists,user,String,0.7312,25,0.7702
Openemr_Lists,Lists,verification,String,Openemr_PatientData,Patientdata,pharmacy_id,Long,0.5342,27,0.7667
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,Krsiloemr,tblPatient,LVMI,Double,0.602,0,0.6537
Openemr_Lists,Lists,pid,Long,Openemr_PatientData,Patientdata,lname,String,0.813,0,0.7688
emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,Openemr_PatientData,Patientdata,allow_health_info_ex,String,0.6625,35,0.7389
Openemr_PatientData,Patientdata,phone_cell,Long,MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,0.5926,0,0.6671
emrbots,PatientCorePopulatedTable,admissionList,String,Openemr_PatientData,Patientdata,phone_contact,Long,0.6055,23,0.7756
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.6765,40,0.6497
Krsiloemr,tblPatient,PhysicalExam,Long,Openemr_PatientData,Patientdata,completed_ad,String,0.6023,25,0.7229
Openemr_PatientData,Patientdata,hipaa_allowsms,String,Openemr_Lists,Lists,diagnosis,String,0.6672,44,0.7949
Openemr_PatientData,Patientdata,ss,Long,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.5656,50,0.7344
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Krsiloemr,tblPatient,LAVI,Double,0.7447,0,0.7281
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,soap_import_status,String,0.5014,33,0.7152
Openemr_PatientData,Patientdata,genericname2,String,Openemr_Lists,Lists,verification,String,0.6758,42,0.5415
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,occupation,String,0.6487,29,0.6459
LPanEmr,Patient,allergichistory,String,Openemr_PatientData,Patientdata,usertext5,String,0.3512,22,0.6582
Openemr_PatientData,Patientdata,soap_import_status,String,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.5501,39,0.7282
Openemr_Lists,Lists,injury_type,String,Krsiloemr,tblPatient,LongitudinalStrain,Double,0.561,27,0.7793
Openemr_PatientData,Patientdata,street,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.6118,17,0.7217
Krsiloemr,tblPatient,Ee,Double,LPanEmr,Patient,diagnosis,String,0.738,0,0.6886
LPanEmr,Patient,diastolicbp,Long,Openemr_PatientData,Patientdata,cmsportal_login,String,0.5795,27,0.6527
Openemr_Lists,Lists,verification,String,Openemr_PatientData,Patientdata,language,String,0.7591,25,0.7505
emrbots,PatientCorePopulatedTable,PatientLanguage,String,MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,0.4419,50,0.7932
Openemr_Lists,Lists,extrainfo,String,Openemr_PatientData,Patientdata,allow_imm_reg_use,String,0.6767,11,0.8211
Krsiloemr,tblPatient,LVEF,Double,emrbots,PatientCorePopulatedTable,diagnosis,String,0.7481,0,0.6443
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Krsiloemr,tblPatient,EncounterDate,Date,0.7939,57,0.7874
Openemr_Lists,Lists,id,Long,Openemr_PatientData,Patientdata,care_team_facility,String,0.6229,50,0.6298
emrbots,PatientCorePopulatedTable,PatientName,String,Openemr_Lists,Lists,referredby,String,0.6838,20,0.8193
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,Openemr_PatientData,Patientdata,guardianstate,String,0.5662,75,0.8461
Openemr_PatientData,Patientdata,guardianemail,String,Openemr_Lists,Lists,erx_source,Long,0.717,20,0.6966
Openemr_PatientData,Patientdata,country,String,Krsiloemr,tblPatient,Age,Long,0.634,0,0.8194
LPanEmr,Patient,time,DateTime,Openemr_Lists,Lists,modifydate,DateTime,0.7553,50,0.745
Openemr_Lists,Lists,reinjury_id,Long,Openemr_PatientData,Patientdata,date,DateTime,0.5108,25,0.8408
Krsiloemr,tblPatient,DateOfBirth,Date,Openemr_PatientData,Patientdata,date,DateTime,0.7548,75,0.8615
Krsiloemr,tblPatient,Ee,Double,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.6721,50,0.6193
Openemr_PatientData,Patientdata,fname,String,emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,0.5078,40,0.8185
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.5753,25,0.642
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,guardiansname,String,0.641,50,0.7893
Openemr_PatientData,Patientdata,phone_home,Long,Openemr_Lists,Lists,diagnosis,String,0.538,22,0.7901
Openemr_PatientData,Patientdata,hipaa_mail,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.5843,20,0.7533
Openemr_Lists,Lists,external_allergyid,String,Openemr_PatientData,Patientdata,DOB,Date,0.716,0,0.7613
emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,Openemr_PatientData,Patientdata,deceased_date,String,0.6365,31,0.7232
Krsiloemr,tblPatient,ECG,Long,MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,0.6217,0,0.7175
LPanEmr,Patient,insurance,String,emrbots,PatientCorePopulatedTable,AdmissionEndDate,Date,0.6633,33,0.7492
Krsiloemr,tblPatient,Ee,Double,Openemr_Lists,Lists,reaction,String,0.7865,50,0.7185
Openemr_Lists,Lists,diagnosis,String,MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,0.6637,44,0.8295
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext6,String,0.5584,44,0.7075
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext5,String,0.5486,44,0.7154
Openemr_PatientData,Patientdata,phone_cell,Long,Krsiloemr,tblPatient,TRV,Double,0.5344,0,0.6771
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext4,String,0.5893,44,0.7273
emrbots,PatientCorePopulatedTable,PatientLanguage,String,Openemr_PatientData,Patientdata,cmsportal_login,String,0.5687,21,0.7864
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext3,String,0.5856,44,0.7472
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext2,String,0.5612,44,0.6068
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext1,String,0.5688,44,0.6057
Krsiloemr,tblPatient,NTproBNP,Double,Openemr_PatientData,Patientdata,allow_health_info_ex,String,0.5873,13,0.7199
Openemr_PatientData,Patientdata,contact_relationship,String,LPanEmr,Patient,description,String,0.7281,55,0.8455
MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,Openemr_PatientData,Patientdata,hipaa_mail,String,0.6053,10,0.7119
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext8,String,0.6108,44,0.7194
Openemr_PatientData,Patientdata,userlist2,String,Openemr_Lists,Lists,diagnosis,String,0.6193,33,0.8295
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,usertext7,String,0.5512,44,0.7127
Openemr_Lists,Lists,external_id,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5893,27,0.7958
LPanEmr,Patient,pid,Long,Openemr_Lists,Lists,severity_al,String,0.6605,33,0.7595
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,Openemr_Lists,Lists,modifydate,DateTime,0.6806,30,0.7821
Openemr_PatientData,Patientdata,ss,Long,MedTakmi_Cdi_Emr_Profile,Cdi,birthDate,Date,0.5798,0,0.6707
emrbots,PatientCorePopulatedTable,PatientGender,String,Openemr_PatientData,Patientdata,publ_code_eff_date,String,0.5192,31,0.7368
Openemr_PatientData,Patientdata,usertext4,String,emrbots,PatientCorePopulatedTable,admissionList,String,0.6257,22,0.7176
Krsiloemr,tblPatient,PhysicalExam,Long,emrbots,PatientCorePopulatedTable,admissionList,String,0.6582,17,0.6468
Openemr_PatientData,Patientdata,usertext6,String,LPanEmr,Patient,diastolicbp,Long,0.6091,22,0.7048
Openemr_PatientData,Patientdata,email_direct,String,Krsiloemr,tblPatient,Ee,Double,0.508,50,0.6567
Openemr_PatientData,Patientdata,care_team_provider,String,LPanEmr,Patient,time,DateTime,0.5457,50,0.6714
Krsiloemr,tblPatient,Ee,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.6587,50,0.6597
Krsiloemr,tblPatient,LVEF,Double,Openemr_PatientData,Patientdata,pid,Long,0.7628,0,0.6468
Openemr_PatientData,Patientdata,userlist3,String,Openemr_Lists,Lists,returndate,String,0.6054,33,0.8345
Openemr_PatientData,Patientdata,country,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.5818,14,0.7246
Openemr_Lists,Lists,destination,String,Krsiloemr,tblPatient,LongitudinalStrain,Double,0.7221,64,0.7197
Openemr_PatientData,Patientdata,deceased_reason,String,LPanEmr,Patient,birthday,Date,0.4852,25,0.6728
LPanEmr,Patient,status,String,Openemr_PatientData,Patientdata,vfc,String,0.7638,0,0.6898
Openemr_PatientData,Patientdata,email_direct,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,0.547,33,0.7516
emrbots,PatientCorePopulatedTable,PatientRace,String,Krsiloemr,tblPatient,PatientMRNNo,Long,0.8309,73,0.249
Openemr_PatientData,Patientdata,providerID,Long,LPanEmr,Patient,diagnosis,String,0.712,22,0.8022
Openemr_PatientData,Patientdata,hipaa_voice,String,MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,0.6226,18,0.7946
Openemr_PatientData,Patientdata,financial_review,DateTime,Openemr_Lists,Lists,begdate,Date,0.5207,29,0.6764
Openemr_PatientData,Patientdata,guardiansex,String,Openemr_Lists,Lists,returndate,String,0.7171,50,0.7114
Openemr_Lists,Lists,begdate,Date,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.6553,29,0.8371
Openemr_PatientData,Patientdata,usertext7,String,emrbots,PatientCorePopulatedTable,PatientId,String,0.5816,35,0.7876
Openemr_Lists,Lists,modifydate,DateTime,Openemr_PatientData,Patientdata,monthly_income,Long,0.4699,30,0.7499
Krsiloemr,tblPatient,DateOfBirth,Date,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.6056,38,0.7694
Krsiloemr,tblPatient,LVEF,Double,Openemr_PatientData,Patientdata,phone_biz,Long,0.5561,0,0.5691
Openemr_Lists,Lists,id,Long,Openemr_PatientData,Patientdata,race,String,0.5335,0,0.7202
LPanEmr,Patient,pid,Long,Krsiloemr,tblPatient,NTproBNP,Double,0.7068,33,0.6336
Openemr_PatientData,Patientdata,genericname2,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.5916,50,0.6259
Openemr_Lists,Lists,enddate,Date,Openemr_PatientData,Patientdata,religion,String,0.5261,29,0.8373
Krsiloemr,tblPatient,EncounterDate,Date,Openemr_PatientData,Patientdata,vfc,String,0.6734,33,0.7564
emrbots,PatientCorePopulatedTable,PatientMaritalStatus,String,LPanEmr,Patient,diagnosis,String,0.7281,22,0.8321
Krsiloemr,tblPatient,Ee,Double,MedTakmi_Cdi_Emr_Profile,Cdi,name,String,0.8842,50,0.5662
Openemr_PatientData,Patientdata,guardiancountry,String,LPanEmr,Patient,birthday,Date,0.481,25,0.5601
Openemr_PatientData,Patientdata,occupation,String,Openemr_Lists,Lists,destination,String,0.737,50,0.876
MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,Openemr_PatientData,Patientdata,imm_reg_status,String,0.6428,29,0.7314
MedTakmi_Cdi_Emr_Therapy,Cdi,patientID,Long,LPanEmr,Patient,description,String,0.6926,44,0.6918
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,email,String,0.4404,20,0.794
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,deceased_date,String,0.6307,27,0.7196
emrbots,PatientCorePopulatedTable,PatientLanguage,String,Openemr_PatientData,Patientdata,interpretter,String,0.5988,33,0.7506
Openemr_Lists,Lists,modifydate,DateTime,Openemr_PatientData,Patientdata,completed_ad,String,0.6785,30,0.7858
Openemr_Lists,Lists,date,DateTime,MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,0.8103,75,0.8901
Openemr_PatientData,Patientdata,sex,String,LPanEmr,Patient,temperature,Long,0.4615,33,0.6963
Openemr_Lists,Lists,activity,Long,LPanEmr,Patient,systailicbp,Long,0.6319,38,0.8601
Openemr_PatientData,Patientdata,imm_reg_status,String,Openemr_Lists,Lists,groupname,String,0.7373,22,0.7904
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,emrbots,PatientCorePopulatedTable,AdmissionId,Long,0.5583,90,0.8009
Openemr_Lists,Lists,occurence,Long,Krsiloemr,tblPatient,LVEF,Double,0.769,0,0.6762
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,Openemr_PatientData,Patientdata,imm_reg_stat_effdate,String,0.6318,50,0.7866
Openemr_PatientData,Patientdata,email_direct,String,Openemr_Lists,Lists,classification,Long,0.5061,42,0.7035
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,0.5068,22,0.6801
emrbots,PatientCorePopulatedTable,PatientRace,String,LPanEmr,Patient,allergichistory,String,0.4729,18,0.6787
Openemr_Lists,Lists,classification,Long,Krsiloemr,tblPatient,eSeptal,Double,0.84,14,0.7084
emrbots,PatientCorePopulatedTable,PatientRace,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.5601,27,0.7431
MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,Openemr_PatientData,Patientdata,city,String,0.6036,25,0.6777
Openemr_Lists,Lists,erx_uploaded,Long,Openemr_PatientData,Patientdata,care_team_facility,String,0.7076,25,0.7146
Openemr_PatientData,Patientdata,completed_ad,String,MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,0.67,17,0.8518
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,LPanEmr,Patient,diagnosis,String,0.6042,50,0.8586
Openemr_Lists,Lists,date,DateTime,Krsiloemr,tblPatient,LongitudinalStrain,Double,0.5999,50,0.7483
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,LPanEmr,Patient,height,Long,0.6229,17,0.4744
Openemr_PatientData,Patientdata,usertext6,String,emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,0.4724,44,0.7978
Openemr_Lists,Lists,uuid,String,Krsiloemr,tblPatient,eSeptal,Double,0.813,0,0.6847
MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,Openemr_PatientData,Patientdata,pubpid,String,0.6217,33,0.6896
Openemr_PatientData,Patientdata,guardianemail,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,0.5599,50,0.7155
LPanEmr,Patient,status,String,Openemr_PatientData,Patientdata,billing_note,String,0.6909,17,0.801
Openemr_PatientData,Patientdata,financial,String,Openemr_Lists,Lists,erx_source,Long,0.5693,11,0.6857
Krsiloemr,tblPatient,PhysicalExam,Long,LPanEmr,Patient,illness,String,0.4622,29,0.6179
LPanEmr,Patient,pid,Long,Openemr_PatientData,Patientdata,referrer,String,0.7571,0,0.8215
Openemr_Lists,Lists,returndate,String,Openemr_PatientData,Patientdata,monthly_income,Long,0.5766,20,0.6946
Krsiloemr,tblPatient,Ee,Double,Openemr_Lists,Lists,severity_al,String,0.6984,50,0.7341
LPanEmr,Patient,heartrate,Long,Openemr_Lists,Lists,reaction,String,0.7088,38,0.8432
MedTakmi_Cdi_Emr_Profile,Cdi,name,String,Krsiloemr,tblPatient,LAVI,Double,0.8207,0,0.6299
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,Openemr_Lists,Lists,reaction,String,0.5602,38,0.8422
Krsiloemr,tblPatient,TRV,Double,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.555,0,0.6549
Openemr_PatientData,Patientdata,guardianphone,Long,Openemr_Lists,Lists,referredby,String,0.7617,20,0.5981
emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,LPanEmr,Patient,systailicbp,Long,0.6297,27,0.7188
Openemr_PatientData,Patientdata,genericval1,String,Openemr_Lists,Lists,title,String,0.6908,20,0.6405
Openemr_Lists,Lists,erx_uploaded,Long,LPanEmr,Patient,description,String,0.7385,36,0.8234
LPanEmr,Patient,description,String,Openemr_PatientData,Patientdata,religion,String,0.54,63,0.8131
Openemr_PatientData,Patientdata,occupation,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.6444,13,0.8465
LPanEmr,Patient,name,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.664,25,0.4597
LPanEmr,Patient,advice,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5285,33,0.8238
Openemr_Lists,Lists,injury_grade,String,Openemr_PatientData,Patientdata,hipaa_notice,String,0.5948,25,0.7405
Openemr_PatientData,Patientdata,sex,String,LPanEmr,Patient,advice,String,0.492,33,0.6429
MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,LPanEmr,Patient,pasthistory,String,0.6979,40,0.5123
Openemr_Lists,Lists,extrainfo,String,Openemr_PatientData,Patientdata,care_team_facility,String,0.5384,44,0.6694
Openemr_PatientData,Patientdata,guardianphone,Long,MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,0.6517,33,0.5429
Openemr_Lists,Lists,begdate,Date,Openemr_PatientData,Patientdata,completed_ad,String,0.646,43,0.8037
Krsiloemr,tblPatient,LVEF,Double,Openemr_Lists,Lists,pid,Long,0.7628,0,0.6468
Openemr_PatientData,Patientdata,providerID,Long,LPanEmr,Patient,allergichistory,String,0.4015,20,0.8039
